year,new_fraction,chaperoned_fraction,established_fraction
1990,0.119,0.112,0.769
1991,0.130,0.103,0.767
1992,0.110,0.100,0.790
1993,0.126,0.112,0.762
1994,0.121,0.105,0.773
1995,0.112,0.106,0.781
1996,0.119,0.114,0.766
1997,0.129,0.112,0.759
1998,0.150,0.093,0.757
1999,0.127,0.104,0.769
2000,0.107,0.106,0.787
2001,0.100,0.107,0.794
2002,0.097,0.095,0.808
2003,0.105,0.105,0.790
2004,0.109,0.106,0.785
2005,0.103,0.109,0.788
2006,0.098,0.117,0.785
2007,0.102,0.104,0.795
2008,0.105,0.120,0.776
2009,0.098,0.119,0.784
2010,0.093,0.123,0.784
2011,0.095,0.118,0.787
2012,0.089,0.103,0.809
