year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,0.802,0.032,0.166
1996,0.612,0.090,0.298
1997,0.500,0.097,0.403
1998,0.456,0.162,0.382
1999,0.417,0.111,0.472
2000,0.484,0.103,0.413
2001,0.449,0.123,0.428
2002,0.312,0.145,0.543
2003,0.420,0.101,0.478
2004,0.404,0.124,0.472
2005,0.416,0.064,0.520
2006,0.350,0.138,0.512
2007,0.468,0.108,0.424
2008,0.400,0.090,0.510
2009,0.420,0.107,0.473
2010,0.429,0.136,0.435
2011,0.366,0.163,0.471
2012,0.401,0.121,0.478
