year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.727,0.065,0.208
1998,0.488,0.108,0.404
1999,0.398,0.125,0.477
2000,0.330,0.130,0.540
2001,0.295,0.129,0.576
2002,0.270,0.128,0.602
2003,0.261,0.143,0.597
2004,0.252,0.138,0.610
2005,0.226,0.150,0.625
2006,0.195,0.152,0.653
2007,0.219,0.167,0.615
2008,0.193,0.148,0.659
2009,0.187,0.152,0.661
2010,0.171,0.143,0.686
2011,0.166,0.154,0.680
2012,0.158,0.143,0.699
