year,new_fraction,chaperoned_fraction,established_fraction
1990,0.221,0.110,0.670
1991,0.229,0.118,0.653
1992,0.208,0.117,0.675
1993,0.203,0.122,0.675
1994,0.193,0.118,0.689
1995,0.215,0.128,0.656
1996,0.201,0.120,0.679
1997,0.223,0.122,0.654
1998,0.217,0.140,0.642
1999,0.248,0.117,0.635
2000,0.222,0.150,0.627
2001,0.224,0.143,0.633
2002,0.190,0.133,0.677
2003,0.201,0.124,0.674
2004,0.173,0.138,0.688
2005,0.247,0.143,0.610
2006,0.216,0.145,0.639
2007,0.232,0.161,0.608
2008,0.225,0.150,0.625
2009,0.183,0.145,0.672
2010,0.174,0.145,0.681
2011,0.197,0.197,0.606
2012,0.200,0.166,0.634
