year,new_fraction,chaperoned_fraction,established_fraction
1990,0.148,0.118,0.734
1991,0.174,0.097,0.729
1992,0.183,0.108,0.709
1993,0.170,0.113,0.717
1994,0.170,0.114,0.715
1995,0.162,0.099,0.739
1996,0.151,0.127,0.722
1997,0.164,0.131,0.704
1998,0.158,0.148,0.694
1999,0.158,0.120,0.722
2000,0.124,0.128,0.748
2001,0.145,0.131,0.724
2002,0.139,0.116,0.745
2003,0.137,0.151,0.712
2004,0.133,0.147,0.720
2005,0.141,0.135,0.724
2006,0.117,0.138,0.745
2007,0.133,0.123,0.744
2008,0.134,0.137,0.730
2009,0.110,0.137,0.753
2010,0.109,0.137,0.754
2011,0.111,0.130,0.759
2012,0.093,0.153,0.754
