year,new_fraction,chaperoned_fraction,established_fraction
1990,0.273,0.110,0.617
1991,0.322,0.132,0.546
1992,0.278,0.083,0.640
1993,0.305,0.117,0.578
1994,0.317,0.113,0.569
1995,0.258,0.131,0.611
1996,0.290,0.125,0.584
1997,0.263,0.128,0.609
1998,0.294,0.123,0.583
1999,0.264,0.112,0.624
2000,0.233,0.126,0.641
2001,0.229,0.131,0.640
2002,0.237,0.128,0.635
2003,0.246,0.134,0.619
2004,0.235,0.133,0.632
2005,0.232,0.152,0.616
2006,0.223,0.149,0.629
2007,0.239,0.135,0.627
2008,0.238,0.136,0.627
2009,0.217,0.154,0.629
2010,0.190,0.143,0.666
2011,0.190,0.129,0.681
2012,0.187,0.148,0.665
