year,new_fraction,chaperoned_fraction,established_fraction
1990,0.138,0.080,0.782
1991,0.109,0.113,0.779
1992,0.132,0.106,0.762
1993,0.159,0.115,0.726
1994,0.152,0.125,0.723
1995,0.133,0.116,0.752
1996,0.131,0.160,0.709
1997,0.143,0.130,0.727
1998,0.131,0.095,0.774
1999,0.137,0.105,0.757
2000,0.103,0.094,0.803
2001,0.130,0.095,0.775
2002,0.239,0.138,0.622
2003,0.149,0.125,0.726
2004,0.160,0.130,0.710
2005,0.183,0.110,0.708
2006,0.193,0.158,0.649
2007,0.210,0.139,0.651
2008,0.196,0.121,0.683
2009,0.130,0.140,0.730
2010,0.228,0.127,0.645
2011,0.191,0.109,0.699
2012,0.176,0.140,0.684
