year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,1.000,0.000,0.000
1992,,,
1993,,,
1994,1.000,0.000,0.000
1995,0.870,0.032,0.097
1996,0.673,0.088,0.240
1997,0.597,0.084,0.318
1998,0.486,0.130,0.384
1999,0.534,0.084,0.382
2000,0.409,0.117,0.474
2001,0.520,0.112,0.367
2002,0.449,0.081,0.471
2003,0.578,0.096,0.325
2004,0.636,0.071,0.293
2005,0.704,0.066,0.230
2006,0.610,0.090,0.300
2007,0.565,0.106,0.329
2008,0.582,0.151,0.268
2009,0.507,0.129,0.364
2010,0.506,0.167,0.327
2011,0.655,0.081,0.265
2012,0.527,0.143,0.329
