year,new_fraction,chaperoned_fraction,established_fraction
1990,0.378,0.146,0.476
1991,0.394,0.174,0.431
1992,0.409,0.169,0.422
1993,0.357,0.177,0.466
1994,0.355,0.190,0.455
1995,0.347,0.185,0.468
1996,0.373,0.188,0.440
1997,0.355,0.192,0.453
1998,0.355,0.192,0.453
1999,0.386,0.174,0.440
2000,0.340,0.224,0.436
2001,0.349,0.224,0.427
2002,0.343,0.193,0.464
2003,0.355,0.189,0.456
2004,0.347,0.214,0.439
2005,0.312,0.222,0.466
2006,0.294,0.220,0.486
2007,0.297,0.228,0.475
2008,0.274,0.231,0.496
2009,0.227,0.262,0.512
2010,0.241,0.230,0.529
2011,0.270,0.240,0.490
2012,0.257,0.236,0.507
