year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,,,
1992,,,
1993,,,
1994,0.557,0.124,0.319
1995,0.481,0.120,0.399
1996,0.436,0.129,0.436
1997,0.358,0.134,0.508
1998,0.407,0.136,0.458
1999,0.361,0.128,0.510
2000,0.332,0.136,0.532
2001,0.324,0.127,0.548
2002,0.356,0.125,0.520
2003,0.275,0.141,0.584
2004,0.325,0.116,0.558
2005,0.306,0.135,0.559
2006,0.281,0.123,0.596
2007,0.274,0.113,0.613
2008,0.278,0.115,0.607
2009,0.214,0.156,0.630
2010,0.255,0.173,0.572
2011,0.219,0.168,0.613
2012,0.264,0.139,0.596
