year,new_fraction,chaperoned_fraction,established_fraction
1990,0.286,0.089,0.625
1991,0.508,0.066,0.426
1992,0.468,0.065,0.468
1993,0.328,0.094,0.578
1994,0.328,0.190,0.483
1995,0.361,0.115,0.525
1996,0.296,0.122,0.583
1997,0.387,0.081,0.532
1998,0.429,0.080,0.491
1999,0.436,0.145,0.418
2000,0.278,0.093,0.630
2001,0.330,0.134,0.536
2002,0.371,0.147,0.483
2003,0.378,0.084,0.538
2004,0.373,0.175,0.452
2005,0.333,0.094,0.573
2006,0.370,0.089,0.541
2007,0.410,0.152,0.438
2008,0.372,0.126,0.502
2009,0.422,0.139,0.439
2010,0.351,0.178,0.471
2011,0.343,0.150,0.508
2012,0.376,0.188,0.436
