year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.891,0.015,0.094
1998,0.723,0.071,0.206
1999,0.669,0.074,0.257
2000,0.539,0.099,0.362
2001,0.565,0.100,0.334
2002,0.500,0.092,0.408
2003,0.496,0.112,0.392
2004,0.510,0.076,0.414
2005,0.434,0.103,0.462
2006,0.418,0.098,0.484
2007,0.459,0.113,0.428
2008,0.419,0.107,0.474
2009,0.398,0.125,0.477
2010,0.456,0.121,0.423
2011,0.440,0.126,0.434
2012,0.475,0.140,0.385
