year,new_fraction,chaperoned_fraction,established_fraction
1990,0.563,0.091,0.345
1991,0.529,0.100,0.371
1992,0.455,0.133,0.413
1993,0.450,0.117,0.433
1994,0.476,0.128,0.395
1995,0.400,0.109,0.491
1996,0.381,0.112,0.507
1997,0.366,0.130,0.504
1998,0.372,0.124,0.504
1999,0.345,0.146,0.509
2000,0.370,0.146,0.484
2001,0.379,0.100,0.520
2002,0.397,0.127,0.476
2003,0.404,0.116,0.480
2004,0.415,0.108,0.477
2005,0.455,0.139,0.406
2006,0.394,0.164,0.442
2007,0.406,0.147,0.447
2008,0.340,0.182,0.477
2009,0.317,0.151,0.531
2010,0.312,0.178,0.510
2011,0.344,0.187,0.469
2012,0.319,0.196,0.485
