year,new_fraction,chaperoned_fraction,established_fraction
1990,0.733,0.080,0.187
1991,0.575,0.138,0.287
1992,0.671,0.059,0.271
1993,0.534,0.136,0.331
1994,0.605,0.128,0.267
1995,0.515,0.129,0.356
1996,0.549,0.164,0.287
1997,0.514,0.140,0.346
1998,0.605,0.105,0.289
1999,0.492,0.133,0.375
2000,0.578,0.091,0.331
2001,0.459,0.210,0.331
2002,0.423,0.196,0.381
2003,0.494,0.123,0.383
2004,0.430,0.140,0.430
2005,0.433,0.122,0.444
2006,0.464,0.149,0.387
2007,0.535,0.084,0.381
2008,0.333,0.170,0.497
2009,0.346,0.160,0.494
2010,0.412,0.110,0.478
2011,0.333,0.153,0.514
2012,0.342,0.156,0.502
