year,new_fraction,chaperoned_fraction,established_fraction
1990,0.231,0.087,0.682
1991,0.211,0.093,0.696
1992,0.228,0.116,0.656
1993,0.259,0.119,0.622
1994,0.239,0.135,0.626
1995,0.261,0.140,0.599
1996,0.188,0.108,0.704
1997,0.228,0.128,0.644
1998,0.197,0.127,0.676
1999,0.168,0.087,0.745
2000,0.184,0.079,0.736
2001,0.212,0.081,0.707
2002,0.195,0.086,0.719
2003,0.220,0.081,0.699
2004,0.215,0.082,0.703
2005,0.197,0.074,0.729
2006,0.211,0.061,0.727
2007,0.179,0.096,0.725
2008,0.279,0.055,0.667
2009,0.271,0.098,0.631
2010,0.204,0.073,0.723
2011,0.233,0.141,0.625
2012,0.226,0.098,0.676
