year,new_fraction,chaperoned_fraction,established_fraction
1990,0.477,0.091,0.432
1991,0.391,0.072,0.536
1992,0.506,0.049,0.444
1993,0.679,0.064,0.257
1994,0.554,0.069,0.377
1995,0.521,0.083,0.397
1996,0.505,0.116,0.380
1997,0.481,0.120,0.399
1998,0.518,0.082,0.399
1999,0.423,0.146,0.431
2000,0.422,0.139,0.438
2001,0.407,0.134,0.460
2002,0.549,0.084,0.368
2003,0.429,0.156,0.415
2004,0.425,0.097,0.478
2005,0.479,0.096,0.425
2006,0.441,0.104,0.455
2007,0.460,0.118,0.421
2008,0.489,0.065,0.446
2009,0.371,0.172,0.457
2010,0.325,0.137,0.538
2011,0.325,0.158,0.517
2012,0.497,0.129,0.374
