year,new_fraction,chaperoned_fraction,established_fraction
1990,0.560,0.037,0.404
1991,0.475,0.115,0.410
1992,0.547,0.085,0.368
1993,0.529,0.069,0.402
1994,0.500,0.094,0.406
1995,0.473,0.116,0.411
1996,0.508,0.161,0.331
1997,0.479,0.042,0.479
1998,0.474,0.084,0.442
1999,0.378,0.049,0.573
2000,0.413,0.133,0.453
2001,0.534,0.027,0.438
2002,0.540,0.080,0.379
2003,0.516,0.110,0.374
2004,0.471,0.137,0.392
2005,0.589,0.075,0.336
2006,0.569,0.101,0.330
2007,0.482,0.089,0.429
2008,0.514,0.077,0.408
2009,0.483,0.068,0.449
2010,0.551,0.071,0.378
2011,0.580,0.069,0.351
2012,0.459,0.103,0.438
