year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,,,
1992,,,
1993,0.797,0.017,0.186
1994,0.750,0.071,0.179
1995,0.762,0.061,0.176
1996,0.642,0.044,0.314
1997,0.606,0.044,0.350
1998,0.535,0.088,0.376
1999,0.596,0.041,0.363
2000,0.494,0.097,0.409
2001,0.442,0.019,0.539
2002,0.531,0.096,0.373
2003,0.496,0.092,0.412
2004,0.403,0.117,0.480
2005,0.347,0.130,0.523
2006,0.345,0.110,0.545
2007,0.338,0.119,0.543
2008,0.329,0.105,0.566
2009,0.373,0.119,0.507
2010,0.417,0.333,0.250
2011,0.595,0.111,0.294
2012,0.569,0.118,0.314
