year,new_fraction,chaperoned_fraction,established_fraction
1990,0.471,0.153,0.376
1991,0.346,0.062,0.593
1992,0.244,0.141,0.615
1993,0.450,0.125,0.425
1994,0.409,0.108,0.484
1995,0.500,0.127,0.373
1996,0.387,0.180,0.432
1997,0.389,0.137,0.474
1998,0.551,0.088,0.360
1999,0.338,0.108,0.554
2000,0.286,0.133,0.582
2001,0.408,0.088,0.504
2002,0.393,0.179,0.429
2003,0.412,0.098,0.490
2004,0.451,0.135,0.414
2005,0.361,0.158,0.481
2006,0.424,0.152,0.424
2007,0.436,0.147,0.417
2008,0.513,0.212,0.275
2009,0.553,0.119,0.327
2010,0.502,0.151,0.346
2011,0.386,0.211,0.404
2012,0.523,0.148,0.330
