year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,,,
1992,,,
1993,,,
1994,0.793,0.074,0.132
1995,0.697,0.107,0.197
1996,0.590,0.086,0.324
1997,0.550,0.114,0.336
1998,0.458,0.097,0.444
1999,0.361,0.128,0.511
2000,0.324,0.059,0.618
2001,0.260,0.168,0.573
2002,0.364,0.136,0.500
2003,0.325,0.149,0.526
2004,0.319,0.115,0.566
2005,0.300,0.136,0.564
2006,0.304,0.130,0.565
2007,0.222,0.194,0.583
2008,0.441,0.110,0.449
2009,0.342,0.114,0.544
2010,0.363,0.119,0.519
2011,0.315,0.215,0.469
2012,0.333,0.162,0.505
