year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,,,
1992,0.843,0.015,0.142
1993,0.530,0.101,0.369
1994,0.520,0.033,0.447
1995,0.392,0.105,0.503
1996,0.331,0.059,0.610
1997,0.280,0.061,0.659
1998,0.298,0.050,0.652
1999,0.244,0.045,0.712
2000,0.192,0.048,0.760
2001,0.261,0.042,0.697
2002,0.258,0.060,0.682
2003,0.221,0.047,0.732
2004,0.184,0.044,0.772
2005,0.265,0.042,0.693
2006,0.214,0.032,0.753
2007,0.257,0.036,0.707
2008,0.273,0.028,0.699
2009,,,
2010,,,
2011,,,
2012,,,
