year,new_fraction,chaperoned_fraction,established_fraction
1990,0.446,0.089,0.464
1991,0.383,0.114,0.504
1992,0.455,0.089,0.455
1993,0.427,0.075,0.498
1994,0.359,0.117,0.524
1995,0.445,0.109,0.445
1996,0.467,0.071,0.462
1997,0.339,0.092,0.569
1998,0.420,0.127,0.453
1999,0.440,0.098,0.462
2000,0.327,0.118,0.555
2001,0.414,0.091,0.495
2002,0.377,0.146,0.476
2003,0.374,0.121,0.505
2004,0.412,0.075,0.513
2005,0.398,0.081,0.522
2006,0.450,0.057,0.493
2007,0.394,0.101,0.505
2008,0.406,0.106,0.488
2009,0.395,0.088,0.517
2010,0.403,0.126,0.471
2011,0.453,0.105,0.442
2012,0.447,0.078,0.475
