year,new_fraction,chaperoned_fraction,established_fraction
1990,0.434,0.162,0.404
1991,0.405,0.116,0.479
1992,0.387,0.140,0.473
1993,0.338,0.137,0.525
1994,0.410,0.154,0.435
1995,0.389,0.162,0.449
1996,0.369,0.145,0.486
1997,0.380,0.142,0.478
1998,0.380,0.163,0.457
1999,0.471,0.156,0.374
2000,0.361,0.154,0.486
2001,0.364,0.157,0.479
2002,0.361,0.133,0.506
2003,0.331,0.180,0.489
2004,0.301,0.196,0.503
2005,0.354,0.185,0.460
2006,0.308,0.168,0.524
2007,0.326,0.174,0.500
2008,0.354,0.185,0.462
2009,0.287,0.202,0.511
2010,0.278,0.188,0.535
2011,0.251,0.186,0.563
2012,0.275,0.168,0.557
