year,new_fraction,chaperoned_fraction,established_fraction
1990,0.274,0.167,0.558
1991,0.198,0.133,0.670
1992,0.259,0.172,0.569
1993,0.238,0.152,0.610
1994,0.201,0.140,0.659
1995,0.221,0.156,0.623
1996,0.307,0.148,0.545
1997,0.222,0.164,0.614
1998,0.235,0.124,0.640
1999,0.233,0.161,0.606
2000,0.185,0.172,0.643
2001,0.237,0.154,0.609
2002,0.217,0.141,0.642
2003,0.194,0.209,0.597
2004,0.184,0.162,0.655
2005,0.204,0.170,0.625
2006,0.288,0.148,0.564
2007,0.182,0.168,0.650
2008,0.284,0.176,0.540
2009,0.207,0.169,0.623
2010,0.266,0.161,0.573
2011,0.174,0.175,0.651
2012,0.288,0.167,0.544
