year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,,,
1992,,,
1993,,,
1994,0.949,0.020,0.030
1995,0.725,0.118,0.157
1996,0.750,0.058,0.192
1997,0.659,0.091,0.250
1998,0.641,0.062,0.297
1999,0.673,0.096,0.231
2000,0.627,0.164,0.209
2001,0.573,0.120,0.307
2002,0.548,0.089,0.363
2003,0.455,0.075,0.470
2004,0.599,0.093,0.308
2005,0.448,0.104,0.448
2006,0.523,0.105,0.373
2007,0.549,0.130,0.321
2008,0.553,0.102,0.345
2009,0.497,0.123,0.380
2010,0.445,0.122,0.432
2011,0.533,0.076,0.390
2012,0.598,0.045,0.357
