year,new_fraction,chaperoned_fraction,established_fraction
1990,0.370,0.097,0.533
1991,0.379,0.071,0.550
1992,0.342,0.071,0.588
1993,0.389,0.088,0.523
1994,0.487,0.109,0.404
1995,0.497,0.145,0.358
1996,0.486,0.125,0.389
1997,0.450,0.097,0.453
1998,0.460,0.157,0.383
1999,0.481,0.135,0.384
2000,0.416,0.151,0.432
2001,0.420,0.205,0.375
2002,0.388,0.163,0.450
2003,0.420,0.120,0.460
2004,0.437,0.173,0.390
2005,0.489,0.172,0.339
2006,0.392,0.131,0.478
2007,0.451,0.190,0.359
2008,0.331,0.171,0.498
2009,0.377,0.138,0.486
2010,0.426,0.152,0.422
2011,0.356,0.140,0.504
2012,0.387,0.120,0.492
