year,new_fraction,chaperoned_fraction,established_fraction
1990,0.474,0.126,0.400
1991,0.467,0.198,0.335
1992,0.415,0.184,0.401
1993,0.420,0.182,0.399
1994,0.292,0.254,0.454
1995,0.333,0.167,0.500
1996,0.375,0.156,0.469
1997,0.509,0.177,0.314
1998,0.483,0.181,0.336
1999,0.442,0.147,0.411
2000,0.420,0.154,0.427
2001,0.293,0.187,0.520
2002,0.362,0.130,0.507
2003,0.375,0.179,0.446
2004,0.634,0.144,0.222
2005,0.523,0.151,0.326
2006,0.535,0.135,0.329
2007,0.436,0.161,0.403
2008,0.616,0.124,0.259
2009,0.548,0.181,0.271
2010,0.494,0.173,0.333
2011,0.446,0.229,0.325
2012,0.482,0.202,0.317
