year,new_fraction,chaperoned_fraction,established_fraction
1990,0.494,0.059,0.448
1991,0.365,0.103,0.532
1992,0.370,0.065,0.565
1993,0.408,0.086,0.506
1994,0.423,0.060,0.517
1995,0.412,0.088,0.500
1996,0.342,0.055,0.603
1997,0.376,0.069,0.555
1998,0.364,0.058,0.578
1999,0.379,0.084,0.537
2000,0.347,0.077,0.577
2001,0.358,0.087,0.555
2002,0.313,0.137,0.551
2003,0.292,0.129,0.578
2004,0.270,0.126,0.605
2005,0.253,0.121,0.626
2006,0.267,0.103,0.630
2007,0.274,0.119,0.607
2008,0.245,0.105,0.650
2009,0.255,0.132,0.613
2010,0.243,0.129,0.627
2011,0.278,0.110,0.612
2012,0.246,0.126,0.628
