year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.939,0.000,0.061
1998,0.905,0.016,0.079
1999,0.862,0.015,0.123
2000,0.774,0.065,0.161
2001,0.710,0.048,0.242
2002,0.750,0.034,0.216
2003,0.757,0.017,0.226
2004,0.734,0.062,0.203
2005,0.717,0.030,0.253
2006,0.707,0.021,0.271
2007,0.769,0.023,0.208
2008,0.694,0.041,0.265
2009,0.741,0.027,0.231
2010,0.679,0.067,0.254
2011,0.643,0.054,0.304
2012,0.714,0.024,0.262
