year,new_fraction,chaperoned_fraction,established_fraction
1990,0.900,0.020,0.080
1991,0.632,0.053,0.316
1992,0.542,0.034,0.424
1993,0.719,0.070,0.211
1994,0.667,0.074,0.259
1995,0.609,0.078,0.312
1996,0.643,0.083,0.274
1997,0.645,0.065,0.290
1998,0.648,0.023,0.330
1999,0.694,0.071,0.235
2000,0.587,0.073,0.339
2001,0.649,0.074,0.277
2002,0.618,0.073,0.309
2003,0.635,0.056,0.310
2004,0.612,0.107,0.281
2005,0.514,0.089,0.397
2006,0.611,0.101,0.289
2007,0.525,0.113,0.362
2008,0.535,0.086,0.378
2009,0.589,0.062,0.349
2010,0.599,0.053,0.349
2011,0.549,0.099,0.352
2012,0.548,0.125,0.327
