year,new_fraction,chaperoned_fraction,established_fraction
1990,0.511,0.155,0.334
1991,0.530,0.120,0.349
1992,0.492,0.140,0.368
1993,0.489,0.128,0.383
1994,0.463,0.164,0.373
1995,0.462,0.167,0.371
1996,0.449,0.162,0.388
1997,0.471,0.153,0.376
1998,0.448,0.164,0.388
1999,0.380,0.179,0.441
2000,0.399,0.162,0.439
2001,0.421,0.157,0.421
2002,0.370,0.173,0.457
2003,0.399,0.168,0.433
2004,0.370,0.169,0.460
2005,0.379,0.169,0.452
2006,0.379,0.176,0.445
2007,0.339,0.168,0.492
2008,0.320,0.191,0.488
2009,0.298,0.165,0.537
2010,0.267,0.142,0.591
2011,0.303,0.192,0.505
2012,0.355,0.172,0.473
