year,new_fraction,chaperoned_fraction,established_fraction
1990,0.222,0.201,0.577
1991,0.250,0.200,0.550
1992,0.231,0.196,0.573
1993,0.224,0.188,0.588
1994,0.231,0.197,0.572
1995,0.249,0.217,0.533
1996,0.224,0.193,0.583
1997,0.204,0.203,0.593
1998,0.243,0.208,0.550
1999,0.204,0.233,0.564
2000,0.182,0.209,0.609
2001,0.190,0.190,0.620
2002,0.193,0.223,0.584
2003,0.160,0.203,0.637
2004,0.179,0.200,0.621
2005,0.163,0.202,0.635
2006,0.175,0.232,0.594
2007,0.189,0.211,0.600
2008,0.147,0.252,0.601
2009,0.167,0.243,0.590
2010,0.168,0.255,0.576
2011,0.195,0.245,0.560
2012,0.218,0.238,0.544
