year,new_fraction,chaperoned_fraction,established_fraction
1990,0.494,0.143,0.363
1991,0.516,0.137,0.347
1992,0.548,0.161,0.291
1993,0.473,0.135,0.391
1994,0.530,0.182,0.287
1995,0.450,0.200,0.350
1996,0.436,0.172,0.392
1997,0.463,0.191,0.346
1998,0.461,0.191,0.349
1999,0.462,0.145,0.393
2000,0.538,0.118,0.344
2001,0.426,0.220,0.355
2002,0.418,0.222,0.361
2003,0.454,0.209,0.337
2004,0.424,0.259,0.317
2005,0.448,0.195,0.357
2006,0.540,0.168,0.292
2007,0.523,0.161,0.316
2008,0.415,0.275,0.310
2009,0.386,0.235,0.379
2010,0.361,0.208,0.431
2011,0.366,0.176,0.458
2012,0.288,0.301,0.411
