year,new_fraction,chaperoned_fraction,established_fraction
1990,0.433,0.134,0.433
1991,0.432,0.141,0.427
1992,0.407,0.103,0.490
1993,0.446,0.097,0.457
1994,0.442,0.137,0.421
1995,0.415,0.174,0.411
1996,0.438,0.118,0.445
1997,0.425,0.166,0.409
1998,0.406,0.155,0.439
1999,0.355,0.166,0.479
2000,0.338,0.207,0.455
2001,0.368,0.163,0.469
2002,0.358,0.183,0.459
2003,0.362,0.189,0.449
2004,0.299,0.213,0.488
2005,0.313,0.180,0.508
2006,0.254,0.186,0.560
2007,0.241,0.159,0.600
2008,0.292,0.188,0.519
2009,0.236,0.189,0.575
2010,0.272,0.195,0.534
2011,0.267,0.187,0.546
2012,0.260,0.224,0.515
