year,new_fraction,chaperoned_fraction,established_fraction
1990,0.912,0.048,0.040
1991,0.837,0.051,0.112
1992,0.872,0.068,0.061
1993,0.842,0.040,0.119
1994,0.753,0.041,0.205
1995,0.673,0.115,0.212
1996,0.840,0.059,0.101
1997,0.837,0.039,0.124
1998,0.760,0.053,0.187
1999,0.804,0.068,0.127
2000,0.777,0.055,0.168
2001,0.767,0.058,0.176
2002,0.705,0.090,0.205
2003,0.716,0.098,0.186
2004,0.697,0.070,0.232
2005,0.683,0.134,0.183
2006,0.755,0.077,0.168
2007,0.755,0.068,0.177
2008,0.674,0.089,0.237
2009,0.695,0.116,0.189
2010,0.736,0.069,0.195
2011,0.737,0.066,0.197
2012,0.636,0.164,0.200
