year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,0.938,0.000,0.062
1992,0.843,0.071,0.086
1993,0.738,0.099,0.163
1994,0.659,0.140,0.200
1995,0.541,0.174,0.285
1996,0.594,0.143,0.264
1997,0.539,0.153,0.308
1998,0.531,0.149,0.320
1999,0.544,0.135,0.321
2000,0.506,0.145,0.349
2001,0.465,0.194,0.341
2002,0.555,0.146,0.299
2003,0.473,0.147,0.380
2004,0.448,0.131,0.422
2005,0.433,0.183,0.384
2006,0.489,0.136,0.376
2007,0.448,0.196,0.356
2008,0.411,0.169,0.420
2009,0.427,0.191,0.382
2010,0.424,0.155,0.421
2011,0.403,0.200,0.397
2012,0.385,0.205,0.410
