year,new_fraction,chaperoned_fraction,established_fraction
1990,0.388,0.176,0.436
1991,0.404,0.126,0.470
1992,0.343,0.194,0.463
1993,0.312,0.182,0.506
1994,0.370,0.204,0.426
1995,0.420,0.193,0.387
1996,0.372,0.221,0.407
1997,0.383,0.210,0.407
1998,0.435,0.200,0.365
1999,0.372,0.264,0.364
2000,0.316,0.204,0.480
2001,0.379,0.200,0.421
2002,0.376,0.227,0.398
2003,0.304,0.232,0.464
2004,0.330,0.241,0.429
2005,0.292,0.250,0.458
2006,0.320,0.182,0.498
2007,0.312,0.197,0.490
2008,0.312,0.254,0.435
2009,0.296,0.178,0.526
2010,0.228,0.272,0.500
2011,0.265,0.303,0.432
2012,0.284,0.259,0.457
