year,new_fraction,chaperoned_fraction,established_fraction
1990,0.392,0.145,0.463
1991,0.362,0.127,0.511
1992,0.385,0.164,0.451
1993,0.349,0.161,0.490
1994,0.363,0.120,0.516
1995,0.266,0.167,0.567
1996,0.307,0.157,0.536
1997,0.315,0.150,0.535
1998,0.295,0.148,0.557
1999,0.260,0.144,0.596
2000,0.266,0.149,0.584
2001,0.243,0.134,0.623
2002,0.260,0.150,0.590
2003,0.205,0.181,0.614
2004,0.199,0.168,0.633
2005,0.200,0.191,0.609
2006,0.199,0.185,0.616
2007,0.177,0.149,0.674
2008,0.173,0.180,0.647
2009,0.166,0.172,0.662
2010,0.176,0.179,0.645
2011,0.162,0.164,0.674
2012,0.136,0.179,0.684
