year,new_fraction,chaperoned_fraction,established_fraction
1990,0.615,0.145,0.239
1991,0.518,0.158,0.325
1992,0.525,0.160,0.315
1993,0.448,0.207,0.345
1994,0.604,0.094,0.302
1995,0.453,0.197,0.350
1996,0.553,0.144,0.303
1997,0.507,0.196,0.297
1998,0.561,0.116,0.323
1999,0.434,0.191,0.375
2000,0.469,0.126,0.406
2001,0.366,0.224,0.410
2002,0.401,0.197,0.401
2003,0.388,0.194,0.418
2004,0.321,0.252,0.427
2005,0.433,0.205,0.362
2006,0.448,0.149,0.403
2007,0.394,0.129,0.476
2008,0.327,0.178,0.495
2009,0.351,0.178,0.471
2010,,,
2011,,,
2012,,,
