year,new_fraction,chaperoned_fraction,established_fraction
1990,0.575,0.082,0.342
1991,0.610,0.024,0.366
1992,0.527,0.162,0.311
1993,0.571,0.154,0.275
1994,0.461,0.090,0.449
1995,0.504,0.122,0.374
1996,0.503,0.129,0.368
1997,0.417,0.161,0.422
1998,0.394,0.177,0.429
1999,0.404,0.140,0.456
2000,0.381,0.189,0.430
2001,0.311,0.173,0.516
2002,0.324,0.154,0.522
2003,0.320,0.194,0.486
2004,0.279,0.173,0.547
2005,0.308,0.141,0.550
2006,0.298,0.174,0.528
2007,0.330,0.176,0.494
2008,0.300,0.155,0.544
2009,0.336,0.150,0.514
2010,0.271,0.206,0.523
2011,0.221,0.224,0.555
2012,0.245,0.205,0.550
