year,new_fraction,chaperoned_fraction,established_fraction
1990,0.290,0.232,0.478
1991,0.287,0.234,0.479
1992,0.257,0.234,0.509
1993,0.329,0.224,0.447
1994,0.292,0.239,0.469
1995,0.288,0.206,0.506
1996,0.261,0.227,0.511
1997,0.281,0.198,0.522
1998,0.299,0.190,0.511
1999,0.262,0.219,0.519
2000,0.281,0.190,0.528
2001,0.315,0.226,0.460
2002,0.312,0.232,0.456
2003,0.317,0.228,0.455
2004,0.358,0.221,0.421
2005,0.316,0.250,0.434
2006,0.267,0.244,0.489
2007,0.328,0.224,0.448
2008,0.353,0.245,0.402
2009,0.369,0.234,0.397
2010,0.377,0.287,0.336
2011,0.357,0.273,0.369
2012,0.363,0.185,0.452
