year,new_fraction,chaperoned_fraction,established_fraction
1990,0.496,0.161,0.343
1991,0.519,0.135,0.346
1992,0.427,0.140,0.433
1993,0.459,0.129,0.412
1994,0.472,0.070,0.459
1995,0.466,0.102,0.432
1996,0.500,0.133,0.367
1997,0.438,0.129,0.433
1998,0.420,0.096,0.485
1999,0.448,0.098,0.454
2000,0.405,0.124,0.471
2001,0.403,0.159,0.438
2002,0.405,0.150,0.445
2003,0.364,0.142,0.494
2004,0.377,0.149,0.473
2005,0.369,0.163,0.467
2006,0.337,0.163,0.500
2007,0.341,0.160,0.499
2008,0.359,0.156,0.486
2009,0.289,0.171,0.541
2010,0.351,0.171,0.477
2011,0.244,0.172,0.584
2012,0.318,0.121,0.561
