year,new_fraction,chaperoned_fraction,established_fraction
1990,0.433,0.166,0.401
1991,0.347,0.156,0.497
1992,0.360,0.143,0.497
1993,0.362,0.159,0.478
1994,0.332,0.172,0.496
1995,0.312,0.197,0.491
1996,0.279,0.188,0.532
1997,0.272,0.159,0.569
1998,0.312,0.141,0.547
1999,0.267,0.220,0.513
2000,0.297,0.205,0.498
2001,0.277,0.194,0.528
2002,0.287,0.191,0.522
2003,,,
2004,,,
2005,,,
2006,,,
2007,,,
2008,,,
2009,,,
2010,,,
2011,,,
2012,,,
