year,new_fraction,chaperoned_fraction,established_fraction
1990,0.368,0.126,0.505
1991,0.330,0.209,0.461
1992,0.305,0.133,0.562
1993,0.335,0.196,0.469
1994,0.373,0.159,0.468
1995,0.398,0.141,0.461
1996,0.435,0.124,0.441
1997,0.414,0.229,0.357
1998,0.389,0.120,0.491
1999,0.361,0.166,0.473
2000,0.394,0.200,0.406
2001,0.304,0.205,0.491
2002,0.358,0.200,0.442
2003,0.380,0.152,0.468
2004,0.493,0.233,0.273
2005,0.448,0.129,0.422
2006,0.448,0.238,0.314
2007,0.541,0.099,0.360
2008,0.537,0.167,0.296
2009,0.444,0.171,0.385
2010,0.442,0.150,0.407
2011,0.591,0.140,0.269
2012,0.514,0.133,0.352
