year,new_fraction,chaperoned_fraction,established_fraction
1990,0.431,0.071,0.498
1991,0.385,0.067,0.547
1992,0.410,0.079,0.511
1993,0.381,0.064,0.556
1994,0.410,0.071,0.519
1995,0.372,0.076,0.552
1996,0.411,0.054,0.536
1997,0.355,0.075,0.570
1998,0.389,0.106,0.505
1999,0.435,0.122,0.443
2000,0.473,0.108,0.419
2001,0.454,0.101,0.445
2002,0.381,0.100,0.519
2003,0.457,0.141,0.403
2004,0.457,0.123,0.420
2005,0.535,0.093,0.372
2006,0.477,0.137,0.387
2007,0.528,0.112,0.360
2008,0.517,0.104,0.378
2009,0.517,0.092,0.391
2010,0.500,0.118,0.382
2011,0.472,0.142,0.385
2012,0.576,0.124,0.300
