year,new_fraction,chaperoned_fraction,established_fraction
1990,0.408,0.157,0.435
1991,0.375,0.133,0.492
1992,0.426,0.167,0.406
1993,0.347,0.146,0.507
1994,0.335,0.104,0.561
1995,0.271,0.127,0.602
1996,0.389,0.157,0.454
1997,0.399,0.139,0.463
1998,0.422,0.139,0.439
1999,0.285,0.217,0.498
2000,0.370,0.140,0.490
2001,0.322,0.168,0.510
2002,0.390,0.127,0.483
2003,0.323,0.137,0.540
2004,0.333,0.186,0.481
2005,0.363,0.176,0.460
2006,0.324,0.167,0.510
2007,0.339,0.168,0.493
2008,0.336,0.143,0.521
2009,0.294,0.180,0.526
2010,0.260,0.191,0.549
2011,0.266,0.155,0.579
2012,0.265,0.190,0.544
