year,new_fraction,chaperoned_fraction,established_fraction
1990,0.451,0.176,0.373
1991,0.454,0.166,0.380
1992,0.469,0.174,0.357
1993,0.408,0.196,0.396
1994,0.338,0.209,0.453
1995,0.395,0.185,0.420
1996,0.399,0.162,0.439
1997,0.366,0.162,0.471
1998,0.379,0.142,0.480
1999,0.319,0.177,0.504
2000,0.328,0.160,0.513
2001,0.332,0.169,0.499
2002,0.313,0.171,0.516
2003,0.271,0.192,0.538
2004,0.346,0.159,0.495
2005,0.295,0.191,0.514
2006,0.267,0.183,0.550
2007,0.265,0.201,0.534
2008,0.280,0.187,0.533
2009,0.261,0.203,0.536
2010,0.240,0.206,0.553
2011,0.263,0.193,0.543
2012,0.274,0.199,0.527
