year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.091,0.526,0.448
1998,0.263,0.633,0.414
1999,0.361,0.675,0.464
2000,0.452,0.739,0.464
2001,0.493,0.737,0.396
2002,0.602,0.948,0.440
2003,0.585,0.943,0.484
2004,0.690,1.014,0.493
2005,0.843,1.129,0.428
2006,0.783,1.156,0.434
2007,0.663,1.006,0.437
2008,0.655,1.056,0.380
2009,0.906,1.334,0.489
2010,0.749,1.150,0.434
2011,0.721,1.143,0.475
2012,0.795,1.247,0.460
