year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.090,0.612,0.416
1998,0.220,0.594,0.429
1999,0.316,0.693,0.365
2000,0.392,0.771,0.484
2001,0.437,0.831,0.471
2002,0.473,0.801,0.440
2003,0.547,0.924,0.458
2004,0.550,0.934,0.455
2005,0.664,0.966,0.451
2006,0.779,1.107,0.447
2007,0.762,1.159,0.445
2008,0.766,1.118,0.449
2009,0.812,1.198,0.478
2010,0.840,1.241,0.515
2011,0.925,1.293,0.504
2012,0.901,1.333,0.475
