year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,,,
1998,,,
1999,0.087,0.647,0.314
2000,0.098,0.948,0.211
2001,0.090,0.653,0.464
2002,0.121,0.554,0.396
2003,0.117,0.545,0.416
2004,0.186,0.820,0.321
2005,0.278,0.985,0.511
2006,0.187,0.633,0.289
2007,0.241,0.851,0.405
2008,0.143,0.596,0.390
2009,0.196,0.754,0.460
2010,0.185,0.943,0.432
2011,0.201,0.733,0.392
2012,0.209,0.785,0.402
