year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,0.080,0.555,0.399
1997,0.214,0.637,0.542
1998,0.251,0.680,0.361
1999,0.329,0.752,0.468
2000,0.364,0.790,0.457
2001,0.493,0.969,0.470
2002,0.508,0.982,0.431
2003,0.483,0.996,0.455
2004,0.568,1.088,0.446
2005,0.631,1.116,0.464
2006,0.847,1.507,0.481
2007,0.894,1.534,0.477
2008,0.812,1.507,0.476
2009,0.849,1.422,0.463
2010,0.998,1.632,0.472
2011,1.038,1.515,0.454
2012,1.092,1.447,0.424
