year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.136,0.677,0.355
1998,0.230,0.724,0.392
1999,0.364,0.765,0.321
2000,0.343,0.738,0.478
2001,0.468,0.849,0.381
2002,0.436,0.735,0.419
2003,0.371,0.668,0.423
2004,0.470,0.812,0.391
2005,0.467,0.818,0.574
2006,0.452,0.858,0.323
2007,0.484,0.756,0.456
2008,0.358,0.648,0.341
2009,0.442,0.719,0.471
2010,0.416,0.770,0.397
2011,0.550,0.762,0.370
2012,0.601,0.929,0.485
