year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,0.094,0.553,0.179
1998,0.154,0.442,0.213
1999,0.143,0.544,0.166
2000,0.104,0.483,0.279
2001,0.121,0.704,0.347
2002,0.162,0.809,0.221
2003,0.074,0.506,0.308
2004,0.048,0.425,0.420
2005,0.109,0.853,0.652
2006,0.181,1.052,0.432
2007,0.096,0.484,0.430
2008,0.110,0.571,0.394
2009,0.167,0.791,0.408
2010,0.199,0.752,0.356
2011,0.280,0.856,0.486
2012,0.434,1.119,0.470
