year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,0.026,0.943,0.943
1996,0.205,1.533,0.162
1997,0.103,0.806,0.797
1998,0.294,1.435,0.330
1999,0.250,1.309,0.498
2000,0.443,1.475,0.409
2001,0.486,1.343,0.598
2002,0.466,1.198,0.503
2003,0.532,1.259,0.567
2004,0.418,1.326,0.379
2005,0.667,1.467,0.444
2006,0.407,1.071,0.211
2007,0.614,1.442,0.405
2008,0.457,1.272,0.460
2009,0.718,1.698,0.466
2010,0.670,1.369,0.526
2011,0.721,1.515,0.427
2012,0.622,1.270,0.523
