year,new_fraction,chaperoned_fraction,established_fraction
1990,0.175,0.201,0.624
1991,0.194,0.208,0.598
1992,0.203,0.199,0.598
1993,0.197,0.189,0.613
1994,0.176,0.195,0.629
1995,0.200,0.203,0.597
1996,0.198,0.199,0.603
1997,0.185,0.192,0.624
1998,0.212,0.201,0.587
1999,0.216,0.191,0.593
2000,0.205,0.202,0.593
2001,0.198,0.202,0.601
2002,0.227,0.198,0.575
2003,0.204,0.213,0.582
2004,0.215,0.196,0.588
2005,0.211,0.211,0.578
2006,0.194,0.211,0.594
2007,0.210,0.218,0.571
2008,0.198,0.230,0.572
2009,0.211,0.231,0.558
2010,0.201,0.226,0.573
2011,0.205,0.227,0.568
2012,0.199,0.228,0.573
