year,new_fraction,chaperoned_fraction,established_fraction
1990,0.389,0.155,0.457
1991,0.404,0.163,0.433
1992,0.393,0.156,0.451
1993,0.384,0.169,0.447
1994,0.399,0.165,0.436
1995,0.394,0.163,0.443
1996,0.388,0.166,0.447
1997,0.396,0.164,0.441
1998,0.411,0.173,0.415
1999,0.407,0.175,0.419
2000,0.408,0.173,0.419
2001,0.405,0.182,0.412
2002,0.383,0.180,0.436
2003,0.353,0.203,0.444
2004,0.338,0.206,0.456
2005,0.358,0.193,0.450
2006,0.350,0.204,0.446
2007,0.346,0.209,0.445
2008,0.338,0.238,0.424
2009,0.317,0.195,0.488
2010,0.322,0.225,0.452
2011,0.311,0.194,0.495
2012,0.311,0.221,0.468
