year,new_fraction,chaperoned_fraction,established_fraction
1990,0.201,0.134,0.666
1991,0.208,0.147,0.646
1992,0.206,0.154,0.640
1993,0.189,0.151,0.659
1994,0.195,0.153,0.653
1995,0.219,0.156,0.625
1996,0.197,0.154,0.650
1997,0.213,0.149,0.638
1998,0.193,0.162,0.645
1999,0.214,0.151,0.635
2000,0.210,0.143,0.646
2001,0.208,0.166,0.626
2002,0.174,0.165,0.661
2003,0.164,0.165,0.671
2004,0.188,0.173,0.640
2005,0.172,0.171,0.657
2006,0.162,0.187,0.651
2007,0.183,0.181,0.636
2008,0.188,0.166,0.646
2009,0.170,0.179,0.650
2010,0.139,0.174,0.687
2011,0.167,0.192,0.640
2012,0.122,0.237,0.641
