year,new_fraction,chaperoned_fraction,established_fraction
1990,0.232,0.167,0.602
1991,0.232,0.127,0.641
1992,0.289,0.127,0.584
1993,0.276,0.150,0.574
1994,0.216,0.179,0.605
1995,0.236,0.174,0.590
1996,0.234,0.145,0.621
1997,0.221,0.140,0.639
1998,0.270,0.123,0.608
1999,0.233,0.167,0.600
2000,0.173,0.163,0.665
2001,0.222,0.146,0.632
2002,0.203,0.167,0.630
2003,0.193,0.166,0.641
2004,0.190,0.151,0.658
2005,0.190,0.138,0.673
2006,0.229,0.151,0.620
2007,0.211,0.149,0.640
2008,0.219,0.136,0.645
2009,0.189,0.128,0.683
2010,0.173,0.185,0.641
2011,0.175,0.164,0.660
2012,0.176,0.176,0.649
