year,new_fraction,chaperoned_fraction,established_fraction
1990,0.262,0.176,0.562
1991,0.255,0.174,0.570
1992,0.263,0.174,0.563
1993,0.262,0.189,0.548
1994,0.261,0.179,0.560
1995,0.254,0.173,0.573
1996,0.269,0.173,0.557
1997,0.257,0.170,0.574
1998,0.277,0.174,0.549
1999,0.262,0.172,0.566
2000,0.242,0.195,0.563
2001,0.230,0.183,0.587
2002,0.237,0.191,0.572
2003,0.227,0.184,0.589
2004,0.225,0.188,0.588
2005,0.227,0.207,0.566
2006,0.243,0.203,0.554
2007,0.222,0.196,0.582
2008,0.213,0.193,0.594
2009,0.210,0.197,0.594
2010,0.216,0.214,0.570
2011,0.214,0.193,0.592
2012,0.193,0.222,0.586
