year,new_fraction,chaperoned_fraction,established_fraction
1990,,,
1991,,,
1992,0.913,0.008,0.079
1993,0.897,0.041,0.062
1994,0.885,0.046,0.069
1995,0.855,0.056,0.089
1996,0.869,0.046,0.085
1997,0.829,0.052,0.119
1998,0.864,0.068,0.068
1999,0.850,0.034,0.116
2000,0.860,0.034,0.106
2001,0.803,0.109,0.088
2002,0.832,0.061,0.107
2003,0.760,0.102,0.138
2004,0.685,0.134,0.181
2005,0.667,0.111,0.222
2006,0.612,0.147,0.241
2007,0.669,0.100,0.231
2008,0.560,0.147,0.293
2009,0.602,0.150,0.248
2010,0.575,0.133,0.292
2011,0.573,0.153,0.273
2012,0.504,0.136,0.360
