year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,0.618,1.847,0.659
1995,0.514,1.397,0.679
1996,0.500,0.916,0.447
1997,0.318,0.961,0.358
1998,0.400,0.730,0.571
1999,1.000,1.511,0.487
2000,1.214,1.880,0.549
2001,0.632,1.059,0.479
2002,0.714,1.483,0.479
2003,0.545,0.943,0.309
2004,0.351,1.221,0.644
2005,0.364,0.833,0.606
2006,0.246,0.704,0.564
2007,0.191,0.786,0.569
2008,0.390,1.157,0.456
2009,0.278,0.732,0.474
2010,0.470,1.213,0.426
2011,0.320,0.769,0.385
2012,0.475,1.304,0.570
