year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,0.005,0.256,1.033
1995,0.043,0.464,0.593
1996,0.117,0.853,0.396
1997,0.157,0.936,0.442
1998,0.131,0.809,0.625
1999,0.190,0.976,0.651
2000,0.169,0.763,0.493
2001,0.250,1.203,0.555
2002,0.252,1.150,0.450
2003,0.150,0.642,0.472
2004,0.214,0.812,0.514
2005,0.283,0.913,0.386
2006,0.456,1.561,0.437
2007,0.270,1.209,0.474
2008,0.269,1.243,0.267
2009,0.284,0.846,0.377
2010,0.385,1.204,0.434
2011,0.462,1.142,0.489
2012,0.338,1.215,0.257
