year,c,C,C_alphabet
1990,0.000,0.000,0.000
1991,0.048,0.489,0.934
1992,0.214,2.215,0.313
1993,0.208,1.610,0.537
1994,0.273,1.273,0.374
1995,0.350,1.668,0.699
1996,0.198,1.074,0.809
1997,0.342,1.296,0.387
1998,0.298,1.010,0.576
1999,0.486,1.160,0.480
2000,0.422,0.996,0.475
2001,0.564,1.032,0.364
2002,0.606,1.064,0.439
2003,,,
2004,,,
2005,,,
2006,,,
2007,,,
2008,,,
2009,,,
2010,,,
2011,,,
2012,,,
