year,c,C,C_alphabet
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,,,
1998,,,
1999,,,
2000,,,
2001,0.000,0.000,0.000
2002,0.049,0.630,1.034
2003,0.011,0.781,0.000
2004,0.028,0.805,0.196
2005,0.054,1.131,0.179
2006,0.046,1.050,0.736
2007,0.063,1.085,0.506
2008,0.053,0.750,0.520
2009,0.058,1.080,0.597
2010,0.068,1.010,0.341
2011,0.121,0.742,0.633
2012,0.092,0.762,0.430
